AgeGroup,CI_Proportion_Lower,CI_Proportion_Upper,Code,Gender,Number,Population,Proportion (%),Region,Risk_Factor,Source_File,Year
75+,76.1,81.8,PHN303,Persons,29017.31,36756.26,78.94,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,68.5,72.4,PHN304,Females,94978.05,134794.4,70.46,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,72.3,76.3,PHN304,Females,43204.76,58158.76,74.29,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,85.4,89.5,PHN304,Females,15325.67,17521.23,87.47,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,69.5,73.4,PHN304,Males,92565.74,129554.7,71.45,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,73.9,78.0,PHN304,Males,43481.45,57278.17,75.91,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.3,83.3,PHN304,Males,12054.68,15017.62,80.27,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,69.0,72.9,PHN304,Persons,187599.8,264349.2,70.97,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,73.2,77.1,PHN304,Persons,86719.36,115436.9,75.12,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,82.2,86.1,PHN304,Persons,27373.34,32538.85,84.12,DARLING DOWNS AND WEST MORETON,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.9,73.9,PHN305,Females,6311.792,9026.893,69.92,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,72.8,80.2,PHN305,Females,2165.893,2831.063,76.5,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,85.3,92.0,PHN305,Females,606.7,684.34,88.66,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,67.9,75.6,PHN305,Males,6697.774,9333.07,71.76,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,72.9,80.1,PHN305,Males,2552.7,3336.162,76.52,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.8,86.7,PHN305,Males,524.967,638.425,82.23,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,67.0,74.8,PHN305,Persons,13016.33,18359.96,70.9,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,73.1,80.0,PHN305,Persons,4722.333,6167.225,76.57,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,82.4,88.7,PHN305,Persons,1131.655,1322.765,85.55,WESTERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,66.6,70.7,PHN306,Females,129682.3,188879.2,68.66,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.2,72.9,PHN306,Females,75155.55,106564.9,70.53,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,83.5,88.0,PHN306,Females,28405.72,33129.59,85.74,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,68.3,72.2,PHN306,Males,126535.6,180099.1,70.26,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,71.2,75.1,PHN306,Males,75604.1,103375.3,73.14,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,75.3,81.5,PHN306,Males,23294.24,29710.13,78.4,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,67.5,71.5,PHN306,Persons,256295.2,368978.3,69.46,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.8,73.9,PHN306,Persons,150817.1,209940.3,71.84,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,80.2,84.4,PHN306,Persons,51692.25,62839.73,82.26,CENTRAL QUEENSLAND AND SUNSHINE COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.9,69.3,PHN307,Females,107061.9,159643.9,67.06,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.2,73.6,PHN307,Females,46754.18,65491.83,71.39,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,84.4,88.8,PHN307,Females,14630.35,16889.8,86.62,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,66.3,70.5,PHN307,Males,105895.8,154873.6,68.38,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,71.2,75.4,PHN307,Males,49951.45,68174.7,73.27,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.0,83.1,PHN307,Males,12177.75,15210.54,80.06,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.6,69.9,PHN307,Persons,213029.5,314517.5,67.73,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,70.3,74.5,PHN307,Persons,96757.65,133666.5,72.39,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,81.5,85.5,PHN307,Persons,26805.13,32100.34,83.5,NORTHERN QUEENSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,61.6,64.8,PHN401,Females,192693.3,304899.1,63.2,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.9,68.8,PHN401,Females,89116.23,133256.2,66.88,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,81.2,86.0,PHN401,Females,39682.12,47466.9,83.6,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.6,65.6,PHN401,Males,193603.3,302148.6,64.08,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.2,70.7,PHN401,Males,83733.52,121422.9,68.96,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,71.9,78.4,PHN401,Males,27583.54,36714.13,75.13,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.1,65.2,PHN401,Persons,386442.6,607047.8,63.66,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.2,69.6,PHN401,Persons,172885.0,254679.0,67.88,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.8,81.9,PHN401,Persons,67227.27,84181.03,79.86,ADELAIDE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.8,69.6,PHN402,Females,68749.4,101560.9,67.69,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.2,72.2,PHN402,Females,43509.95,61987.35,70.19,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,83.1,87.6,PHN402,Females,16709.75,19578.45,85.35,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,67.2,70.8,PHN402,Males,69255.6,100385.2,68.99,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,70.4,74.3,PHN402,Males,44889.45,62015.49,72.38,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,74.8,81.1,PHN402,Males,13603.58,17449.82,77.96,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,66.5,70.2,PHN402,Persons,138058.1,201946.0,68.36,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.4,73.2,PHN402,Persons,88438.91,124002.8,71.32,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.8,83.9,PHN402,Persons,30308.24,37028.27,81.85,COUNTRY SA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,57.8,61.0,PHN501,Females,165067.9,277861.8,59.41,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,61.1,65.5,PHN501,Females,64244.38,101509.5,63.29,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,78.9,84.1,PHN501,Females,25081.31,30774.7,81.5,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,58.7,61.9,PHN501,Males,166522.1,276327.4,60.26,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,63.1,66.7,PHN501,Males,62940.76,96964.51,64.91,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,69.1,76.1,PHN501,Males,17960.66,24733.6,72.62,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,58.3,61.4,PHN501,Persons,331718.8,554189.2,59.86,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,62.2,66.0,PHN501,Persons,127224.9,198474.1,64.1,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,75.3,79.7,PHN501,Persons,43020.65,55508.3,77.5,PERTH NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,61.8,65.0,PHN502,Females,159758.4,251941.3,63.41,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,63.8,67.9,PHN502,Females,61916.68,93981.94,65.88,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,80.4,85.3,PHN502,Females,24494.27,29557.69,82.87,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.8,66.0,PHN502,Males,162989.9,253253.1,64.36,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.1,69.7,PHN502,Males,60588.4,89225.22,67.9,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,71.3,78.1,PHN502,Males,18159.52,24309.37,74.7,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.3,65.5,PHN502,Persons,322883.2,505194.4,63.91,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,65.1,68.7,PHN502,Persons,122543.0,183207.2,66.89,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.0,81.3,PHN502,Persons,42636.4,53867.06,79.15,PERTH SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.7,68.8,PHN503,Females,70576.27,105778.0,66.72,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,65.9,70.4,PHN503,Females,34689.3,50889.78,68.17,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,82.0,87.0,PHN503,Females,11622.48,13756.87,84.48,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,66.4,70.4,PHN503,Males,69800.92,102066.1,68.39,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.1,72.1,PHN503,Males,36103.02,51504.2,70.1,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,73.3,80.1,PHN503,Males,9385.508,12233.88,76.72,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.6,69.6,PHN503,Persons,140424.5,207844.1,67.56,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.1,71.2,PHN503,Persons,70825.57,102394.0,69.17,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,78.6,83.1,PHN503,Persons,21004.03,25990.74,80.81,COUNTRY WA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,57.8,68.2,PHN601,Females,74163.8427592923,117723.0,63.0,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,60.0,71.3,PHN601,Females,45236.4638720834,68881.4889434982,65.67,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,78.1,89.9,PHN601,Females,15401.7975315798,18327.5110565019,84.04,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,60.6,71.1,PHN601,Males,75788.7922074204,115116.0,65.84,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,57.3,69.0,PHN601,Males,40881.4703109243,64736.0236781819,63.15,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,73.0,79.3,PHN601,Males,,,,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,60.5,68.3,PHN601,Persons,149952.634966713,232839.0,64.4,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,59.9,69.0,PHN601,Persons,86117.9341830077,133617.51262168,64.45,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,73.7,84.9,PHN601,Persons,27476.092815929,34633.8840212611,79.33,TASMANIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.4,72.8,PHN701,Females,33235.6272213199,49166.0000000001,67.6,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,58.6,77.9,PHN701,Females,9784.00972033254,14339.6731829762,68.23,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,81.2,87.1,PHN701,Females,,,,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,53.6,67.3,PHN701,Males,30247.7806087881,50052.0000000002,60.43,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,53.7,70.9,PHN701,Males,10247.7477546028,16441.8374699272,62.33,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,72.6,80.3,PHN701,Males,,,,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.6,68.3,PHN701,Persons,63483.407830108,99218.0000000001,63.98,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,57.9,72.3,PHN701,Persons,20031.7574749353,30781.5106529033,65.08,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,78.2,98.4,PHN701,Persons,3385.16040789249,3832.82461803986,88.32,NORTHERN TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,49.6,60.1,PHN801,Females,60279.6630148746,109833.167370019,54.88,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,48.2,65.5,PHN801,Females,21095.9340724381,37094.8802607475,56.87,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,76.1,82.0,PHN801,Females,,,,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,50.8,63.4,PHN801,Males,61396.1004309823,107523.317580776,57.1,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,58.5,62.9,PHN801,Males,,,,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,64.4,72.3,PHN801,Males,,,,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,52.0,60.0,PHN801,Persons,121675.763445857,217356.484950795,55.98,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,51.5,66.5,PHN801,Persons,41891.3744395362,70958.4370866663,59.04,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,64.8,85.8,PHN801,Persons,14826.2989110205,19688.3625408141,75.3,AUSTRALIAN CAPITAL TERRITORY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,9.3,11.3,PHN101,Females,47080.09,459106.3,10.26,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.3,34.7,PHN101,Females,46188.58,140001.2,32.99,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.7,44.9,PHN101,Females,20719.93,48400.83,42.81,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.8,19.1,PHN101,Males,82661.07,460007.6,17.97,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.3,40.7,PHN101,Males,51083.29,130964.1,39.01,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.5,47.6,PHN101,Males,17633.84,38695.33,45.57,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.3,14.9,PHN101,Persons,129928.0,919113.8,14.14,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,34.5,37.4,PHN101,Persons,97390.47,270965.3,35.94,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.1,46.0,PHN101,Persons,38395.59,87096.15,44.08,CENTRAL AND EASTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.8,12.7,PHN102,Females,28325.48,240892.3,11.76,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.2,34.5,PHN102,Females,30309.23,92363.79,32.82,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,39.9,44.1,PHN102,Females,14163.89,33717.17,42.01,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,17.5,19.8,PHN102,Males,42731.91,228909.3,18.67,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.2,39.8,PHN102,Males,32490.7,85501.02,38.0,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.6,46.8,PHN102,Males,11949.58,26743.57,44.68,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,14.3,15.9,PHN102,Persons,71154.7,469801.6,15.15,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.9,36.8,PHN102,Persons,62875.53,177864.8,35.35,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.2,45.2,PHN102,Persons,26141.83,60460.74,43.24,NORTHERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,11.3,13.0,PHN103,Females,31265.07,257194.4,12.16,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,32.9,36.1,PHN103,Females,28355.82,82163.25,34.51,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.7,45.8,PHN103,Females,9666.473,22111.71,43.72,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.7,19.0,PHN103,Males,47583.8,266455.2,17.86,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.0,40.4,PHN103,Males,30386.61,78521.52,38.7,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.3,47.6,PHN103,Males,8189.353,18027.46,45.43,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,14.3,15.9,PHN103,Persons,78957.18,523649.6,15.08,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.1,38.1,PHN103,Persons,58813.15,160684.8,36.6,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.5,46.6,PHN103,Persons,17875.26,40139.18,44.53,WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,11.2,13.1,PHN104,Females,11075.22,91331.58,12.13,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.5,35.1,PHN104,Females,13242.25,39790.99,33.28,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,39.8,44.5,PHN104,Females,4237.704,10063.37,42.11,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.6,19.1,PHN104,Males,15972.38,89658.34,17.82,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.8,39.7,PHN104,Males,14224.64,37655.39,37.78,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.9,46.8,PHN104,Males,3495.954,7882.315,44.35,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,14.0,15.9,PHN104,Persons,27084.07,180989.9,14.96,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.8,37.2,PHN104,Persons,27499.99,77446.37,35.51,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.9,45.4,PHN104,Persons,7741.973,17945.69,43.14,NEPEAN BLUE MOUNTAINS,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,11.7,13.4,PHN105,Females,31493.31,251046.5,12.54,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.0,36.2,PHN105,Females,32129.38,92892.63,34.59,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.8,45.8,PHN105,Females,11477.29,26203.16,43.8,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,17.1,19.4,PHN105,Males,44719.26,244933.2,18.26,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.1,40.5,PHN105,Males,34678.64,89374.39,38.8,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.3,47.6,PHN105,Males,9776.122,21508.02,45.45,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,14.6,16.2,PHN105,Persons,76314.75,495979.7,15.39,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.3,38.1,PHN105,Persons,66888.67,182267.0,36.7,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.6,46.6,PHN105,Persons,21276.6,47711.18,44.6,SOUTH WESTERN SYDNEY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.4,14.3,PHN106,Females,18424.4,138024.6,13.35,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.7,37.2,PHN106,Females,26978.18,76040.72,35.48,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.3,46.7,PHN106,Females,11499.36,25854.34,44.48,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.2,20.8,PHN106,Males,26572.07,135994.0,19.54,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.4,42.1,PHN106,Males,29708.42,73873.3,40.22,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,44.0,48.5,PHN106,Males,10202.7,22064.62,46.24,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.5,17.4,PHN106,Persons,45057.13,274018.6,16.44,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.3,39.5,PHN106,Persons,56755.6,149914.0,37.86,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.2,47.5,PHN106,Persons,21726.16,47918.96,45.34,SOUTH EASTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.6,14.7,PHN107,Females,8948.74,65391.73,13.68,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.8,37.5,PHN107,Females,11991.95,33668.64,35.62,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.8,46.6,PHN107,Females,5160.69,11669.59,44.22,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.1,20.9,PHN107,Males,12297.39,63015.55,19.52,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.7,41.7,PHN107,Males,13499.52,34010.07,39.69,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.3,48.3,PHN107,Males,4499.64,9817.424,45.83,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.5,17.6,PHN107,Persons,21274.29,128407.3,16.57,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.0,39.5,PHN107,Persons,25522.77,67678.71,37.71,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.7,47.3,PHN107,Persons,9670.978,21487.01,45.01,WESTERN NSW,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.2,14.0,PHN108,Females,37249.09,283920.6,13.12,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
